,text,label
45,Create a Covid-19 relief package for informal waste pickers of Delhi,False
46,Take proactive action to mitigate COVID19 in Ethiopia,False
47,Stellenbosch University to Implement Online Examinations,True
48,No Schools Till Corona Ends...,True
49,Recreation Boating During Stay At Home,False
50,Chancellor Carranza - Don't Take Counselors Away From Students in the South Bronx,False
51,UK Legalisation & Taxation of Recreational Cannabis to help fund COVID-19 aftermath,False
52,COVID-19 - Free streaming services for quarantine,False
53,Help stop the deportation of the Ferreira family during a global pandemic.,False
54,Make masks mandatory for public settings in the Region of Waterloo.,False
55,Pay Health Care Students On Placement,False
56,Support private nurseries through Covid-19,False
57,cancel school due to the water boil order and COVID 19,True
58,A Twin Crisis- Gentrification & Covid Destroying Black Business In Harlem,False
59,Extend the Winter Break at UFV,False
60,TAX RELIEF FOR NEW JERSEY RESTAURANTS & SMALL BUSINESSES FROM SHUTDOWN DURING COVID-19,True
61,Orange County Schools Must Follow CA State Guidelines For Re-Opening,True
62,Cuomo and de Blasio Must Close all school buildings in NYC NOW!,True
63,Why final year exams shoudn't be Conducted #promote final year students,False
64,Offer Unconditional Citizenship to ALL non-British NHS Workers,False
65,We Must Ensure The Safety of Our Children,False
66,Riconosciamo alla Scuola il suo ruolo di tutela della Salute biopsicosociale,False
67,Yarra Valley should be classified as rural for Covid-19 restrictions purposes,False
68,Suspend Rent & Mortgage in Connecticut during COVID-19,False
69,NYC TRANSIT WORKERS DESERVE HAZARD PAY,False
70,Covid-19 Safety for Dental Practitioners and Patients in Colorado,False
71,Call for Peter Weir to resign,False
72,Temporarily Force Close Restaurants in the U​.​S to stop the spread of Covid-19,True
73,Covid-19 Pandemic Unemployment Payment for Cross Border Workers,False
74,Seek Justice for Brutal Massacre of 5 Afro-Colombian Teenagers,False
75,Ban the Use of Tear Gas on Peaceful Civilians & Protestors,False
76,COVID-19 : Guarantee people's heat and power,False
77,Create a COVID-19 testing spot on South Campus,False
78,Protest Against Covid Return Travellers at Tamworth NSW Australia,False
79,Close Humber College (COVID-19 / Coronavirus),True
80,"The IRS Is Holding Thousands Of Falsely Flagged Tax Refunds, During Covid-19 Crisis!!!",False
81,Henry County Shelter in Place for Covid-19,False
82,Schools to charge only 50% and No fees for lockdown period. Also No Vaccine No School.,True
83,Boots to send all non essential staff home amid Covid-19 safety measures,False
84,Reduce UCI Student Fees During Remote Instruction,False
85,Government packages and assistance for Music Fraternity in COVID 19 PANDEMIC.,False
86,Relief Funds for Freelance + Contracted Workers,False
87,Small Business COVID-19 Support,False
88,UW Admin create a one-credit class so international students can stay in the US,False
89,Distinction des cas de Covid-19 entre la Gaspésie et les Iles-de-la-Madeleine,False
90,Aprite le palestre di arrampicata,False
91,Stop TFL from removing free travel for under-18s,False
92,Reduce Canadian Deaths from Covid-19 and Support Canada with Social Distancing and Testing,False
93,誰ひとり取り残さない。新型コロナウイルスの影響に伴う収入減少に対し、この国に生きる全ての人に所得補償を!,False
94,Partial refund for 2nd semester fees from Kuwait private schools due to COVID19 closure,True
95,Postpone Class of 2020 CBE Graduation Ceremonies,False
96,Tell Doug Ford Critical care is not Elective care. Help our daughter to  get her surgery!,False
97,COVID-19 outbreak in Clinton County Detention Center,False
98,DEMAND NCSU to release a statement and action plan to support their international students,False
99,Resignation of Tedros Adhanom Ghebreyesus - The WHO Director General,False
100,Justin Trudeau: Do Not Test COVID immunizations on Indigenous Canadians!,False
101,Set up makeshift crematoriums and designate more burial grounds for COVID victims’ dignity,False
102,Revoke retroactive fees,False
103,"Allow students to alter, delay or annul their tenancy agreements because of COVID-19",False
104,Release Grace from Groves HS from Jail,False
105,We Want Justice! We Want Peace!,False
106,"Defy COVID 19: save zoo, stables, farm & stray animal war-refugees in Yemen",False
107,Close school campuses in Fremont Unified School District to avoid spreading COVID-19,True
108,Re-classify Fitness Centers as an Essential Business,False
109,"After serving 25 years , I can die from Covid-19, because I am still incarcerated.",False
110,Request To Make GMU Fall 2020 Classes Pass/Fail An Option Due to COVID-19,False
111,CT Students Go Back To School Without Masks or Social Distancing,False
112,Allow individual water sport participants in South Africa to access the ocean.,False
113,Cut Carbon Emissions by 50% in 2030 and Reach ZERO emissions by 2050!,False
114,Demand CA EDD accountability for Unpaid unemployment claims due to Covid 19 measures.,False
115,Suspend in-person instruction at UC Merced to prevent exposure to COVID-19,True
116,نطالب وزارة الاتصالات اللبنانية بزيادة سعة الإنترنت وسرعته وتخفيض الأسعار خلال أزمة كورونا,False
117,Modify SIT's Exam and Grading Policy due to COVID-19,True
118,CLOSE DOWN ALL EDUCATIONAL INSTITUTIONS!,True
119,Request CWU To Make Online Classes/Finals Available Due to COVID-19 Deaths In WA State,True
120,Ensure health workers have enough PPE during Covid-19 to remain safe,False
121,ECFMG Certification during COVID 19 Crisis,False
122,Help for Special Needs Family during COVID,False
123,Demand Louisiana Gov. Edwards take action to reduce the prison population during Covid-19,False
124,Demand SF City Gov’t Responds To Homeless and Crime CRISIS,False
125,Stop ICE from sending international students out of the country!,False
126,Restore Youth Hockey,False
127,The Ghanaian-Canadian Association of Ontario needs your support!,False
128,Shut down FISD schools to prevent COVID-19 spreading,True
129,Hazard pay for X-ray tech at St Mary’s Hospital,False
130,Declarar pandemia por parte de la OMS | Make official WHO pandemic status - Covid-19,False
131,UVM students demand partial tuition and housing reimbursement,False
132,Kids First! Let NM kids practice outdoors sports!,False
133,Forgive Student Loans for Nurses working during COVID-19,False
134,WITHDRAW EIA DRAFT 2020,False
135,#COVID19 CHIEDIAMO CHE TUTTI RESPONSABILI SIANO GIUDICATI DA CORTE INTERNAZIONALE PENALE,False
136,Nintendo should release Animal Crossing: New Horizons early due to the coronavirus,False
137,COVID-19 Remembrance and Lessons Learned/COVID-19 Commémoration et Leçons Apprises,False
138,Close all daycares in British Columbia to stop the spread of COVID-19,True
139,Close UBC Campus to Prevent the Outbreak of COVID-19,True
140,Recruitment of Public health officers and public technicians for UHC and prevent COVID 19,False
141,Federal Student Loan Forgiveness for All,False
142,Free Ashley Diamond,False
143,Resignation of Jay Baker,False
144,Wake up Bihar ( COVID - 19),False
145,Demand NBC pull Trump Town Hall 10/15,False
146,Pennsylvania Schools to Void 3/4th Quarter Grading and Allow All Student to Pass 2019/2020,False
147,Revise Francis Parker School's Covid-19 Teacher Policies,False
148,Shut Down Illinois Due to the Public Health Threat of Covid-19,True
149,Cancellation of medical exams covid-19,True
150,#ShutDownMASS to minimize the spread of coronavirus,True
151,The University of Michigan community needs a better testing plan,False
152,Hold Trump Accountable For Misleading Of Covid-19,False
153,Keep Austin Building Safely During Covid-19 Shelter In Place Order,False
154,Insurance Companies deny therapy to children for PT/OT/ST during global COVID-19 pandemic.,False
155,Recognize and Demarcate Orthodontic Procedures Separately from Other Dental Procedures,False
156,Close BC Schools to slow the spread of COVID-19,True
157,Postpone/Cancel the AP Inter-board exams.,False
158,Save EasyJet jobs.,False
159,Poor street dog raped by strangers during Covid -19 Lockdown,False
160,Save Manchester's historic Belle Vue Stadium,False
161,Fermiamo il calcio! [ITA-ENG] ~Covid-19,True
162,Expand Screening to Stop Covid-19 from Becoming an Epidemic,False
163,Teachers For Good Trouble - Stop Standardized Testing During COVID-19 Pandemic,True
164,Stop pig slaughterhouse at Ballymoney NI; save pigs and local community from proposed hell,False
165,Help the 99% Recover from COVID-19 Crisis,False
166,"Coordinación supranacional ante el COVID-19
Supranational coordination against COVID-19",False
167,Suspend Rent and Mortgage payments in California during COVID-19,False
168,Postponement and/or cancellation of all examinations in light of the COVID-19 Pandemic.,True
169,Engage for a better world after COVID-19 (#Engage4Better),False
170,Release low risk delaware prisoners due to covid-19 outbreak,False
171,"Artists, Creators, Tattooists, Musicians and Sole Traders need your help!",False
172,Halt the planned cuts to West Sussex Children and Family Centres,False
173,Revoke CEWS funding from anti-choice and hate groups,False
174,2020 Graduation after COVID-19,False
175,Petition for a public enquiry into unlawful Dáil procedure regarding covid 19 legislation.,False
176,Please change BC COVID 19 testing measures ASAP,False
177,Government of British Columbia: Do not single out hairstylists in phase two.*,False
178,No school for all Allen ISD during the Coronavirus (COVID-19) Outbreak,True
179,Exempt the non-EU students from paying the tuition fee of SS due to the Covid - 19 crisis.,False
180,40% to 50% REDUCTION IN TUTION FEES,False
181,BCIT STUDENT’S REFUND DUE THE COVID-19,False
182,Appeal for Urgent Action on the Attacks Against the CPA and its Leaders,False
183,#saveProjectSPELL,False
184,Abolish quarantine rule to enter Sarawak #malaysiaformalaysians,False
185,SUPPORT CARE HOMES DURING COVID-19 & AFTER,False
186,Exclude kids from the ‘rule of 6’ law in England.,False
187,#NUStopOnlineClassesNow #WalangIwananNationalian,True
188,Hazard Pay for Lassens employees during COVID-19 Outbreak,False
189,Tell Emory University to stop torturing nonhuman primates!,False
190,Let foreign doctors help us fight COVID-19!,False
191,Allow Parents the option to keep children off school during covid 19 crisis,True
192,CANCEL ICSE BOARD EXAMS 2021 DUE TO COVID-19,True
193,MAKAUT need to close WB colleges due to effect of COVID-19.,True
194,UNISA STUDENTS DEMANDING THE REMOVAL OF THE LAST MINUTE IMPLEMENTATION OF THE IRIS SYSTEM!,False
195,"Change Diet, Save Lives",False
196,Urgent Government Support For The Hospitality Industry,False
197,"支持將「中華航空」正名為「台灣航空」Call for Petition of Rectifying “China Airlines” with “Taiwan Airlines""",False
198,Hazard Compensation For Covid-19 Pandemic,False
199,Urgent Strict Measures to Counter Coronavirus Spread and Increase Public Education,False
200,Google: Include the entire Caribbean in YouTube's Partner Program,False
201,Testing for COVID 19 in NHS medical professionals showing signs and symptoms,False
202,Close the CUNY Hunter College campus due the spread of COVID-19,True
203,Allow Visitors for MA Patients During Covid-19,False
204,S​.​E​.​N Schools to shut in the UK amid Covid 19 outbreak,True
205,"For Immediate Resignations: Michael Rembis, Debbie Walsh, Gary Kienbaum and Lisa Paulson.",False
206,Start Community Testing: COVID-19 NEPAL,False
207,Make sure all staff in hospital have face masks,False
208,Grant Diploma Privilege for 2020 Texas Law School Graduates,False
209,Mental Health Stability Amongst Student Body,False
210,PROTECT INCARCERATED COMMUNITIES FROM COVID-19,False
211,Keep COVID-19 Arrestees Out of Waiʻanae,False
212,HAZARD PAY FOR TRANSIT WORKERS,False
213,An Immediate Decrease in UArts Tuition for 2020-2021,False
214,Implement COVID-19 Precautionary Measures,False
215,Close the PA border to people who live out of state.,True
216,#JusticeforShoni: fix Thembisa Hospital and save lives,False
217,Immediate Aid Package for San Francisco SMBs (Small and Medium Businesses),False
218,"Under attack at NYU, Mark Crispin Miller needs your support for academic freedom",False
219,Allow PAYE freelancers to receive the UK government's COVID-19 self employed grant,False
220,AN ACCESSIBLE WASHROOM for DISABLED FANS--Toronto Maple Leafs and Raptors,False
221,Release community custody inmates with 6 months or less on supervision due to COVID-19,False
222,Support UNPAID Student Nurses helping to fight Covid-19 Pandemic,False
223,Refund UIC Students for Tuition Costs,False
224,Close Pratt Institute-Main Campus due to COVID-19 Death in NYC,True
225,Kitas & Schulen verlässlich öffnen: Bundesweite Bildungs- & Betreuungsgarantie 2021,False
226,Exception for Drive-In Movie Theatres during Covid-19 restrictions.,True
227,Il vaccino antinfluenzale ha aumentato i rischi da COVID-19?,False
228,Save Rose of Sharon Korean LTC from for-profit Rykka,False
229,CAIE should allow Students of Pakistan for Teacher Assessemnt like UK for O/A Level 2021,False
230,Lower University of New Mexico Fall 2020 Tuition,False
231,Demanding a Student-Centered Response from SUA to the COVID-19 Epidemic,False
232,Citizens should be allowed to leave Australia without requiring permission.,False
233,Grant of RESIDENCE AMNESTY FOR ALL MIGRANT WORKERS CURRENTLY IN NZ.,False
234,Private daycare/schools to credit/refund parents for service not rendered due to covid-19,False
235,Separate Muskoka From Simcoe For Covid Response Regions,False
236,Minimum 3​.​1% Pay Rise to NHS workers.,False
237,Equal Government Support for Newly Self Employed - Covid 19,False
238,Allow a nominated family member to enter care homes during a lockdown the same as staff do,False
239,Retain contract pharmacists in Ministry of Health (MOH)!,False
240,Bengaluru Green Cover reduced from 70% to 3%.   SAVE Bengaluru's TREES!   STOP ECOCIDE!,False
241,"Dear PIAA, Please Do Not Terminate Our Sports Seasons!",False
242,Expand Unemployment Insurance Eligibility for Education Support Professionals,False
243,To include Traditional and Complementary Medicine (T&CM) as essential service,False
244,Reduce the cost of paying for online education in Cyprus (during the COVID-19 quarantine),True
245,WIRED not Wireless; NO HOTSPOTS or Antennas added to CA Schools during COVID-19,False
246,"Governor Greg Abbott: Suspend Rent, Mortgage, & Utility Payments During Covid-19 crisis",False
247,Open Rhode Island & End All Executive Orders May 9th.,False
248,Postpone Oklahoma State University Spring 2020 Commencement,True
249,"Save Our Studios.
Reclassify dance studios in the California Covid re-opening strategy.",True
250,RRISD Students Request Covid Safe Traditional Graduation Ceremony,False
251,Suspend rent and mortgage payments during Covid 19 pandemic South Africa,False
252,Locals Only Recreation Initiative for Placer and Nevada Counties,False
253,Directors to be equally helped Just as self employed have been.,False
254,Allow Nursing Students to graduate despite clinical hours,False
255,Pass the bill to prohibit child marriage in the Philippines. #ENDChildMarriage,False
256,Petition for MIT Administration to Take Action against On-Campus Spread of COVID-19,False
257,Change the inhuman Care Home Covid visiting restrictions,False
258,Support Cheerleaders and Dance in 2021,False
259,Financial compensation(hazard pay) for essential workers during covid-19,False
260,Save Gymnastics Clubs in Ontario!,False
261,#cancelboardexams,False
262,Ask Gov. DeSantis to Stop the unfair treatment of Vacation Rentals!,False
263,Place a moratorium on 1080 poisoned food drops & divert funds to save lives from COVID-19,False
264,American Airlines Should Waive ALL  Change/Cancellation Fees Amidst COVID-19 Outbreak!,True
265,To Stop COVID-19: Contact Trace and Test!,False
266,HELP IRANIANS TO RECEIVE MEDICAL SUPPLIES TO FIGHT COVID-19,False
267,Get Covid-19 Vaccines for Doctors,False
268,Allow F-1 and M-1 students with valid visas to stay in the United States,False
269,"Northern and southern European countries solidarity, opinions of non-political citizens",False
270,Cancel 2021 CBSE Board exams due to COVID-19,True
271,Canadian Federal Government: Give More Support to Canadian Airlines and their Employees,False
272,Universal living wage for all ad-hoc agency workers during the covid-19 crisis,False
273,Brainware University need to close College due to effect of COVID-19.,True
274,Whittier Council Member Jessica Martinez: Recuse Yourself from Immigrant Relief Lawsuit,False
275,Allow parents to temporarily home educate without being penalised during Covid-19 outbreak,False
276,There will be a day AFTER COVID-19.  Help us change the way leaders lead.  Everywhere.,False
277,Close Madison City Schools due to COVID-19,True
278,Mthuli Ncube to remove 2% charge from all electronic money transactions #Covid-19 period,False
279,Partially Refund Loughborough University Tuition Fees,False
280,Proper equipments and facilities for Arunachal Pradesh to tackle Covid-19,False
281,Humber College should reduce tuition fees for classes recently made online due to COVID-19,True
282,South Dakota State University pass or fail students -COVID-19,False
283,Tim Walz: Support to-go wine & beer sales for the restaurant industry during COID-19,False
284,Demanding permanent employment for contract workers in M'sia Gov! #WeAreFrontliners,False
285,Rescind the Acceptance of racist Drew Dollar into LSU,False
286,Postpone All Entrances and ExamsDuring Current Situation of Covid-19.,True
287,We Texans demand that Ted Cruz resign.,False
288,LET US IN! Adjust The Nursing Home Visitation Policy due to Covid 19,False
289,COVID-19 Landlord Support,False
290,Cancellation of STPM Semester 2 examination 2020,True
291,Immediate & Unconditional Release of Jawar Mohammed & All Oromo Political Prisoners,False
292,Close non essential warehouses Covid-19,True
293,Revise the Academic Calendar & Suspend the Online Classes throughout COVID-19 crisis,False
294,ASHA dues should be WAIVED for 2020!,False
295,Cancellation of Lebanese Official Exams for 2020/إلغاء الإمتحانات الرسمية اللبنانية ل-٢٠٢٠,True
296,Hazard pay for essential employees working with the public during the covid-19 pandemic.,False
297,Stop children being weighed in school without parental consent,False
298,Allow Visitors for Covid-19 Patients,False
299,Exigimos acciones de control y salud en la Reserva Natural de La Parguera,False
300,Get CoVID Vaccines to Nepal ASAP and prevent a humanitarian disaster,False
301,Compensate Essential Workers,False
302,Amend Recent COVID-19 Restrictions for Personal Care Services in London-Middlesex from,True
303,Petition against COVID-19 & Quarantine Bill: Say NO! to abuse of power and human rights.,False
304,KCL Has Coronavirus Case: Petition to Have Online Classes by March 9th,True
305,School safety.,True
306,NCAA Covid-19 Eligibility Relief,False
307,RI State schools to STOP charging campus fees when classes are online.,True
308,Let these military pets come home!,False
309,Texas State: Cancel all online class fees.,True
310,Vermeiden von Pandemien - Schließung chinesischer Tiermärkte,True
311,Help SJSU Students Cancel Their Lease at The Grad in the Middle of COVID-19 Outbreak!,True
312,Suspend mortgage and rent payments during Covid-19 crisis in New Jersey,False
313,COVID-19 Response to Support Families with Disabled Children,False
314,Save Roma St Parklands,False
315,Guarantee UEA Final Year Students A Graduation Ceremony,True
316,Uber’s “ Clean Air Fee” to be paid to Uber Drivers as Emergency Situation ( COVID-19 ),False
317,End Brookings City Council COVID Policies,True
318,Make Google Education Services available for Iran,False
319,Queens Park Allotment Covid-19,False
320,Close UO Eugene Campus due to COVID-19 Death in Washington and New Cases,True
321,Life-saving measures to protect Louisiana Prisoners from COVID-19,False
322,Require Face Masks in Idaho Shared Public Spaces,False
323,Give Stanford Graduate Students Housing Flexibility w/COVID-19 Concerns,True
324,Allow International Students to stay in the U​.​S. even with institutions going online,True
325,Close schools over coronovirus,True
326,Tax relief for key worker during Covid-19 crisis,False
327,Grant all illegal migrants leave to remain in Ireland.,False
328,Allow Dorset Council powers to limit tourists and protect our local NHS from a second wave,True
329,Bring back the six sports impacted by the St. Edward's University Athletics budget cuts,True
330,Break due to the Pandemic,True
331,Don’t forget Ltd company business owners during COVID-19,False
332,Provisional licenses for eligible  teens in MA who are affected by COVID-19 shut down.,True
333,EUA Approval From FDA For Rapid COVID-19 Tests,False
334,STOP oil drilling in The Bahamas,False
335,Delay reopening of Arkansas Public Schools because of COVID-19. Protect our children!,True
336,LockdownPakistan- economic losses now or disastrous economic and human losses later?,True
337,Protect pregnant healthcare workers in the UK from COVID-19,False
338,Save Altitude Trampoline Park in Spokane Valley,True
339,Hazard Pay for Security Officers as Fontliners during COVID-19 Pandemic,False
340,Heritage Golf & Country Club - don’t kill beloved local kangas!,False
341,Covid-19 shouldn't stop academic Justice,True
342,Tell Jim Justice to lock down West Virginia,True
343,GDC & CoreCivic Prisons Covid Release Must Happen Immediately: Save Our Loved Ones!!!,False
344,Bring back some flight services to Queenstown,True
345,Governor Raimondo: Allocate federal COVID-19 relief funds to save RI small businesses NOW.,False
346,CANCELLATION OF DU EXAMINATIONS,True
347,"Covid-19 Support for Entrepreneurs, Consultants & Gig Economy & Part-time Workers",False
348,Open Smaller Gyms in Ontario,True
349,Les 10 réclamations urgentes pour lutter plus efficacement contre le COVID-19 en Belgique,False
350,Let 27 North Residents Cancel Their Lease Contracts Amid COVID-19,True
351,Faith in our ADOM Schools,False
352,CoronaVirus - Coventry University deadline extension,True
353,To get the Summit Athlete Gift-Bags,False
354,"Cheerleading,  Dance and amateur sports clubs to be included in Covid 19 Announcements",False
355,University of San Diego changes courses to online due to the spread of COVID-19,True
356,Father is dying from Covid19 & Plasma is his only hope and hospital won’t give it to him!,False
357,Stop companies Profiteering from £120 Private Covid-19 Testing!,False
358,Suspend Mortgage & Rent Payments in Maryland During COVID-19,True
359,Yoga Studios Are Not Gyms,False
360,"Save the dagwood dog guy,",False
361,Stop all animal transports during covid-19,True
362,"ОСТАНОВИТЬ РЕПРЕССИИ, ОСВОБОДИТЬ ПОЛИТЗАКЛЮЧЕННЫХ И  ЗАДЕРЖАННЫХ ПО ПОЛИТИЧЕСКИМ МОТИВАМ",False
363,Ensuring the safety and Respect of healthcare professionals in current pandemic scenario,False
364,Indiana for the Safe Return to Schools,True
365,Close Chipotle during COVID-19,True
366,Keep children out of school during the COVID-19 crisis,True
367,Save the fitness Industry from the economic effect of Covid 19,False
368,Petition to Reopen NYS Gymnastics Clubs,True
369,Implement a No Detriment Policy for University of the West of England,True
370,"Suspend rent, mortgage and utilities bill of Texas",False
371,Ontario MRTs/DMSs united to get the respect/recognition we deserve. COVID-19 Pandemic Pay,False
372,#CancelofflineexamsinKA,True
373,Spotlight on NJ Unemployment Lag during Covid-19 Shutdown!,True
374,SAVE THE CUNY STUDENTS,True
375,Urging the CSWE to reconsider field practice hour waiver due to the government shutdowns,True
376,McConnell and Schumer: Make it Monthly Stimulus Checks & Support the #PeoplesStimulus,False
377,NSFAS should provide students with Laptops to study during this pandemic of COVID 19,True
378,Declare Digital Learning plan for Education deprived school children of Rural Maharashtra,False
379,No to abandonment,False
380,NJ edTPA COVID-19: WAIVE edTPA for Fall 2020 Graduates,True
381,National Poetry Library SOS #NPLSOS,False
382,Make Ryerson courses pass/fail,False
383,Petition for PDPU to take prevention against COVID 19,True
384,GOVERNMENTS TO BAN ALL WET MARKETS-STOP ANOTHER COVID 19 OUTBREAK,True
385,"Gov. Kemp, Save Lives, Let Our Cities Mask!",False
386,No Colleges until Zero Covid Case in the State or until Vaccines are out,True
387,Stop Sussex from Sacking their Staff! Covid-19,True
388,PROTECT  OREGON  INMATES  FROM  CORONAVIRUS (COVID19),False
389,Contra o FIM da Saúde Pública Federal no Rio de Janeiro,False
390,A year tax free after the pandemic for all key workers who had to work through covid 19,False
391,KEEP GYMS OPEN IN CT,True
392,President Rule in Bihar,False
393,Make Covid19 tests available to care staff working with vulnerable elderly people in care,False
394,Open Outdoor Youth Sports Activities in Massachusetts,True
395,Travel Ban on US & Europe,True
396,Make all UWL (online next because of Covid-19) classes pass or fail for this semester,True
397,Ask Concordia University to Suspend All In-Person Instruction,True
398,Major retail chains should provide free home delivery to those most at risk from Covid-19.,False
399,"Continue to Subsidize Child Care, in Texas, during the Covid 19 pandemic",False
400,Advice the government of Botswana to temporarily close down schools amid covid 19 outbreak,True
401,COVID BCG Vaccine must start in countries with highest cases of infections NOT in Africa.,False
402,Governor Jay Inslee to forgive Rent/Mortgage in Washington State for 90 days,False
403,ATTN Governor Baker- Open Mass Training studios and Personal Training Safely ASAP,False
404,Pace University Petition - COVID-19 Pandemic,True
405,Pay NYC substitute para professionals during COVID-19 School Closures,True
406,A plea to the Universities during the time of this Pandemic,True
407,CARTA PELOS POBRES!,False
408,NO NASHVILLE GOP CONVENTION,True
409,Support BGU Students during Covid-19,False
410,HELP NS Veterinary Clinics Stay Open‼️,False
411,SNP MP Margaret Ferrier resign after travelling to London with a positive COVID test,False
412,Start drive-through community-based COVID-19 assessment centres provided by our Labs!,False
413,Promotion Of AKTU College Students to Next Semester Without Exam.,True
414,"Guarantee PPE availability for healthcare workers, both in government and private sector",False
415,University of Guelph COVID-19 - Move Classes Online,True
416,Get Finals Moved to Online Due to Corona Virus (COVID-19),True
417,“Freeze Rent and Mortgages during Covid-19”,True
418,UVM COVID 19 Protocol,False
419,Compensate Fees after Closure of Universities due to Covid-19 Pandemic,True
420,No MAGA Mural in Petaluma!,True
421,"Petition to Freeze Rent, Mortgage, & Utility Bills During Covid-19 Pandemic",True
422,Utah: Require Insurers to Pay COVID-19 Business Interruption Claims for Restaurants,True
423,Halt all catalogs sent through USPS for the 3 weeks leading up to the election,True
424,Shut down TORONTO COVID-19,True
425,"Partial tuition refund for students at Greengates, due to online classes.",True
426,Fund & Restore the SBA EIDL to help small businesses and gig workers affected by COVID-19.,False
427,No Karnataka CET in July,True
428,PETITION FOR ACADEMIC EASE,True
429,Demand Adequate Pay for Actra Toronto Members Completing Required COVID Testing,False
430,Protest against petroleum fuel price hike in India,True
431,Objection to Notice dt-12th Feb 2021 issued by Panvel Municipality for Property tax,False
432,Allow cancer patients to access treatment and clinical trials - please do not donate,False
433,Cancel Deanza Classes Amid Coronavirus Outbreak (COVID-19),True
434,Reopen pools now,True
435,Cancel B Tech Exams for intermediate semesters -KTU,True
436,LET US PLAY,False
437,Stop the deportation of Australian mothers and their children into abusive situations,False
438,AMEND the Law Indicating 3% Philhealth Premiums for Physicians and 0​.​5% Yearly Increase,False
439,Re-enact mandatory indoor masking as a basic public health measure.,False
440,Reschedule Class of 2020 Events!,True
441,Pass/Fail Grading Option at the University of South Carolina for this Semester,True
442,Addison Davis must RESIGN Immediately,False
443,Haramkan penggunaan dan penjualan rokok elektronik dan vape di Malaysia,False
444,Pelo Lockdown em TODAS cidades com +150​.​000 habitantes,True
445,Clemency for Bryon Russ,False
446,"Moderna, Pfizer, and CureVac: Ensure we can end the Pandemic. Help others produce Vaccine",False
447,Stop travel to rural holiday destinations in UK during Covid-19,True
448,Cerrar canal de SOY DAVID SHOW por violar cuarentena COVID-19,False
449,"Build bike lanes on Bloor, Danforth & Yonge now",False
450,REISEWARNUNG AUFHEBEN! - Mallorca is NO RISK zone.,True
451,ALL EXAMS / TESTS TO BE ONLINE,True
452,"Cherokee Co. Sheriff Spokesperson, Capt. Jay Baker Must Go!",False
453,The German government should cancel rents for international students till CoVid19 is over.,True
454,Petition for Online Teaching in LSE under COVID-19 Threat,True
455,Smaller Nonprofits Need Help Now To Survive COVID-19,False
456,Make CUSD Schoolwork Optional Due to COVID-19 Pandemic,True
457,Replacing the COVID Awareness Caller tune with Mayur Jumani's Remix version,False
458,Australian Dept of Education Duty of care failures COVID 19,False
459,Health care workers and Covid-19,False
460,"Indian Doctors battling COVID lack PPE, while IPL pays cricketers millions of dollars",False
461,Illinois  Schools Should Void 4th Quarter Grading and Pass All 2019/2020 Classes,True
462,Make UNF give us refunds for housing/ dining if we are forced to leave again due to covid,True
463,Change UT to a Pass/Fail grading system (with a letter grade option) for Spring 2020,True
464,Front line workers deserve hazard pay from Danbury and New Milford Hospital.,False
